customer_id,age,location,account_type,account_type_business,plan_name,plan_price,plan_speed_mbps,billing_cycle,billing_cycle_monthly,contract_age_months,avg_monthly_usage_gb,avg_speed_mbps,session_count_30d,usage_change_30d,usage_change_60d,usage_change_90d,payment_failures_90d,late_payments_count,total_revenue,days_since_login,support_tickets,complaints_count,app_usage_hours,nps_score,last_feedback_rating,customer_since,last_activity_date,churn_date,churn_probability_true,churned
CUST_000016,28,Hyderabad,residential,0,Basic,499,50,monthly,1,13,109.73,45.0,43,9.4,-16.23,-40.38,0,0,17538.19,2,0,0,0.5,6,5,2023-10-04,2024-12-04,,0.1316,0
CUST_000017,22,Lucknow,residential,0,Premium,1299,200,yearly,0,27,573.4,167.7,45,-7.56,-11.33,-18.37,1,0,29593.2,5,0,1,4.5,5,3,2023-03-22,2024-12-16,2024-02-01,0.4192,1
CUST_000018,38,Bangalore,residential,0,Premium,1299,200,monthly,1,32,549.89,174.1,39,11.65,-5.81,-17.52,0,1,15620.48,13,1,1,2.6,7,4,2023-02-19,2024-12-30,,0.1674,0
CUST_000019,24,Kolkata,business,1,Standard,799,100,yearly,0,18,287.04,73.7,56,-16.26,-16.82,0.08,1,0,23919.78,12,0,0,0.1,8,4,2023-12-01,2024-12-29,2024-09-21,0.3753,1
CUST_000020,18,Pune,residential,0,Business,2999,1000,monthly,1,2,2000.0,893.1,60,-13.56,-19.21,-31.89,1,1,34172.81,6,1,2,1.1,0,4,2023-04-22,2024-12-21,2023-11-05,0.5216,1
CUST_000021,52,Mumbai,residential,0,Basic,499,50,monthly,1,7,102.69,42.6,36,14.56,-30.48,-27.67,1,1,48913.0,7,2,1,0.0,10,4,2023-07-01,2024-12-29,,0.3391,0
CUST_000022,32,Chennai,residential,0,Premium,1299,200,monthly,1,1,617.64,150.0,53,1.44,-9.96,-19.33,0,1,28472.17,4,2,0,2.7,9,4,2023-11-08,2024-12-04,,0.1756,0
CUST_000023,35,Pune,residential,0,Standard,799,100,monthly,1,6,239.39,76.8,42,-24.37,-1.01,-36.52,0,2,31478.18,36,2,1,0.9,7,4,2023-02-07,2024-12-25,2023-11-23,0.6496,1
CUST_000024,18,Pune,residential,0,Premium,1299,200,monthly,1,15,646.62,185.8,56,-10.49,-8.4,-24.9,0,1,4610.53,8,1,0,0.0,5,5,2023-09-12,2024-12-28,,0.335,0
CUST_000025,28,Bangalore,residential,0,Ultra,1999,500,monthly,1,29,1477.14,374.4,40,10.92,-9.25,39.97,0,1,22545.41,5,0,1,24.5,3,3,2023-12-01,2024-12-19,,0.2483,0
CUST_000026,36,Pune,residential,0,Standard,799,100,monthly,1,15,283.65,80.9,44,-4.53,1.46,-20.79,0,1,34456.66,16,2,0,6.1,7,5,2023-06-21,2024-12-21,2024-03-22,0.4341,1
CUST_000027,21,Lucknow,residential,0,Standard,799,100,monthly,1,1,370.35,91.0,45,16.26,8.33,26.55,0,2,11152.28,1,1,0,1.5,6,1,2023-11-08,2024-12-12,,0.2824,0
CUST_000028,39,Pune,residential,0,Business,2999,1000,monthly,1,5,2000.0,778.6,49,-21.4,1.48,2.28,1,0,9914.61,0,2,0,6.2,9,4,2023-02-19,2024-12-17,,0.2779,0
CUST_000029,27,Jaipur,residential,0,Ultra,1999,500,monthly,1,15,1519.86,370.4,59,16.2,4.24,7.58,2,1,48381.08,0,0,0,0.0,6,5,2023-10-30,2024-12-13,,0.1776,0
CUST_000030,31,Jaipur,residential,0,Premium,1299,200,monthly,1,22,635.31,164.7,36,-19.73,11.57,-12.42,0,2,2688.55,20,1,1,1.1,5,4,2023-01-02,2024-12-13,2023-07-03,0.562,1
CUST_000031,27,Delhi,residential,0,Standard,799,100,monthly,1,36,365.06,74.8,42,1.68,-13.14,-36.47,0,0,46123.01,0,1,0,4.6,7,5,2023-08-02,2024-12-07,,0.1388,0
CUST_000032,57,Chennai,business,1,Standard,799,100,yearly,0,60,316.41,94.6,41,12.21,19.1,38.17,0,1,46591.85,6,1,0,4.3,8,4,2023-11-08,2024-12-31,,0.084,0
CUST_000033,34,Jaipur,residential,0,Ultra,1999,500,monthly,1,40,1484.15,431.5,55,-0.05,-13.27,-29.57,0,0,35833.79,14,1,1,0.7,7,3,2023-01-12,2024-12-16,,0.2075,0
CUST_000034,22,Chennai,residential,0,Ultra,1999,500,yearly,0,11,1473.9,413.2,33,6.58,-9.97,1.63,0,0,4436.8,4,2,0,1.0,5,5,2023-08-12,2024-12-16,,0.2025,0
CUST_000035,44,Ahmedabad,business,1,Standard,799,100,monthly,1,24,315.74,81.0,47,13.37,-48.15,5.08,0,1,25718.24,2,3,2,6.9,7,4,2023-12-30,2024-12-11,,0.3052,0
CUST_000036,20,Lucknow,residential,0,Premium,1299,200,yearly,0,4,562.05,170.9,38,5.12,-13.71,-53.01,0,1,7108.16,10,1,0,1.1,5,4,2023-12-19,2024-12-03,,0.3119,0
CUST_000037,37,Bangalore,residential,0,Basic,499,50,monthly,1,1,177.01,39.5,49,-6.68,-29.47,-35.33,1,0,2687.22,21,1,0,3.8,4,5,2023-02-06,2024-12-07,2023-10-14,0.4886,1
CUST_000038,18,Bangalore,business,1,Basic,499,50,monthly,1,1,160.05,37.7,50,-5.42,20.41,10.04,1,0,37660.42,1,3,0,0.6,7,5,2023-06-30,2024-12-31,,0.3403,0
CUST_000039,19,Jaipur,residential,0,Premium,1299,200,monthly,1,4,541.66,152.9,49,-14.68,14.16,4.95,0,1,38958.62,9,0,1,8.0,8,3,2023-07-23,2024-12-30,,0.3652,0
CUST_000040,37,Lucknow,business,1,Standard,799,100,monthly,1,1,238.57,72.7,43,-20.25,-15.18,-3.32,0,0,7246.83,9,1,0,3.8,10,4,2023-12-23,2024-12-08,,0.278,0
CUST_000041,43,Ahmedabad,residential,0,Basic,499,50,monthly,1,34,154.14,46.2,47,17.75,-11.99,11.67,0,0,30380.3,6,1,1,2.3,8,3,2023-07-01,2024-12-07,,0.1291,0
CUST_000042,37,Mumbai,residential,0,Premium,1299,200,monthly,1,12,585.64,187.4,46,7.2,-32.42,-4.53,0,1,47227.43,2,1,0,5.2,2,4,2023-08-31,2024-12-19,,0.3478,0
CUST_000043,33,Lucknow,residential,0,Standard,799,100,monthly,1,29,340.79,76.1,48,19.7,-19.8,-24.7,0,0,10092.5,0,1,0,2.0,5,5,2023-02-20,2024-12-08,,0.1255,0
CUST_000044,31,Delhi,residential,0,Ultra,1999,500,monthly,1,50,1454.13,472.3,40,7.13,7.41,12.55,0,0,33896.55,0,2,0,7.9,5,2,2023-07-26,2024-12-11,,0.1658,0
CUST_000045,18,Bangalore,residential,0,Premium,1299,200,yearly,0,60,636.58,167.6,56,-7.32,21.51,-43.08,0,1,49443.85,9,2,0,2.9,5,1,2023-12-09,2024-12-20,,0.1525,0
CUST_000046,26,Delhi,residential,0,Premium,1299,200,monthly,1,49,638.0,152.0,47,-19.5,-5.31,-20.17,0,0,20721.23,6,2,0,9.7,9,4,2023-10-20,2024-12-08,,0.2077,0
CUST_000047,29,Bangalore,residential,0,Standard,799,100,monthly,1,22,240.89,82.6,55,-9.71,-1.61,18.25,0,0,3729.02,2,0,1,20.4,1,3,2023-07-29,2024-12-29,2024-02-01,0.3822,1
CUST_000048,47,Ahmedabad,residential,0,Standard,799,100,monthly,1,10,288.86,71.9,43,8.12,-1.03,14.34,0,1,17877.62,1,1,1,0.1,7,1,2023-04-08,2024-12-27,,0.235,0
CUST_000049,39,Pune,residential,0,Premium,1299,200,monthly,1,16,668.31,147.0,50,-12.7,-13.67,6.82,0,1,46967.71,4,3,0,1.1,3,2,2023-04-06,2024-12-27,2023-12-14,0.3925,1
CUST_000050,18,Kolkata,business,1,Standard,799,100,monthly,1,30,320.03,75.6,55,17.77,2.14,42.77,1,0,20860.8,0,1,0,2.7,7,2,2023-08-19,2024-12-24,,0.2287,0
CUST_000051,38,Lucknow,residential,0,Ultra,1999,500,monthly,1,41,1495.07,464.1,42,-7.42,-9.03,0.35,1,1,29366.75,4,2,0,20.4,5,3,2023-11-01,2024-12-07,,0.265,0
CUST_000052,30,Lucknow,residential,0,Premium,1299,200,monthly,1,56,642.91,187.5,49,-20.08,9.36,-6.08,0,0,4023.54,4,0,2,2.2,3,5,2023-05-19,2024-12-22,,0.2242,0
CUST_000053,26,Pune,business,1,Standard,799,100,monthly,1,23,275.43,80.2,52,-6.72,-4.28,31.15,0,0,38259.19,2,1,1,0.8,5,2,2023-09-24,2024-12-07,,0.2207,0
CUST_000054,42,Mumbai,residential,0,Premium,1299,200,monthly,1,13,583.61,152.1,42,1.46,-32.61,8.95,0,0,38264.39,2,1,0,6.9,7,3,2023-01-07,2024-12-24,,0.1452,0
CUST_000055,47,Bangalore,business,1,Business,2999,1000,yearly,0,60,2000.0,781.0,36,23.51,6.72,-5.31,2,0,29686.21,1,2,1,4.5,5,4,2023-03-12,2024-12-24,,0.1875,0
CUST_000056,46,Mumbai,residential,0,Basic,499,50,yearly,0,57,221.05,39.2,42,-0.3,-0.56,9.86,2,1,6090.99,2,3,0,6.4,7,4,2023-01-24,2024-12-25,,0.2622,0
CUST_000057,24,Lucknow,residential,0,Basic,499,50,monthly,1,11,103.96,41.9,42,-11.33,-12.44,11.04,0,0,29600.41,3,0,0,4.5,6,4,2023-05-26,2024-12-03,,0.2997,0
CUST_000058,31,Jaipur,residential,0,Ultra,1999,500,monthly,1,18,1523.53,371.2,44,19.26,-3.94,-15.34,0,2,1143.21,5,3,1,4.0,5,3,2023-07-16,2024-12-24,,0.2159,0
CUST_000059,38,Jaipur,residential,0,Basic,499,50,monthly,1,29,130.02,42.2,47,15.24,-21.97,-31.4,1,1,48703.58,14,0,0,2.7,6,4,2023-07-24,2024-12-11,,0.2019,0
CUST_000060,46,Hyderabad,business,1,Basic,499,50,monthly,1,10,212.13,39.6,48,-3.62,-24.47,-9.23,0,1,31916.77,0,1,1,3.2,9,2,2023-10-18,2024-12-31,,0.2203,0
CUST_000061,29,Chennai,residential,0,Standard,799,100,monthly,1,31,338.29,85.6,45,-26.28,-10.92,50.0,0,0,6732.02,0,0,0,3.2,5,3,2023-10-21,2024-12-24,,0.2051,0
CUST_000062,32,Jaipur,residential,0,Standard,799,100,monthly,1,2,296.18,84.1,38,-10.73,2.96,48.71,0,1,1759.43,14,1,0,0.2,10,1,2023-10-27,2024-12-06,2024-09-23,0.3859,1
CUST_000063,21,Jaipur,residential,0,Premium,1299,200,monthly,1,11,629.85,163.0,51,8.9,5.09,-18.1,0,2,12581.22,6,3,0,3.2,9,3,2023-06-10,2024-12-29,,0.2874,0
CUST_000064,20,Bangalore,residential,0,Premium,1299,200,yearly,0,11,571.18,146.0,38,16.73,-26.02,-14.9,0,3,39913.14,0,2,2,5.4,4,5,2023-08-22,2024-12-04,,0.2724,0
CUST_000065,44,Hyderabad,residential,0,Business,2999,1000,yearly,0,20,2000.0,739.3,47,0.14,-3.27,1.41,0,0,17637.42,9,1,0,2.2,7,4,2023-05-01,2024-12-13,,0.2021,0
CUST_000066,51,Bangalore,residential,0,Ultra,1999,500,yearly,0,2,1626.17,393.3,52,-3.27,-25.01,-12.09,0,0,41821.22,8,2,3,10.2,9,4,2023-08-03,2024-12-19,,0.3357,0
CUST_000067,34,Lucknow,business,1,Business,2999,1000,monthly,1,1,2000.0,885.1,49,-9.69,-1.58,38.28,0,0,10067.83,3,3,0,3.0,5,5,2023-10-14,2024-12-26,2024-03-19,0.4422,1
CUST_000068,47,Delhi,residential,0,Standard,799,100,yearly,0,41,308.9,78.4,34,9.19,-6.9,-4.81,0,0,43783.75,12,3,1,1.3,4,3,2023-06-09,2024-12-11,,0.316,0
CUST_000069,39,Mumbai,residential,0,Basic,499,50,monthly,1,6,130.37,38.5,45,-17.26,0.09,-11.73,0,1,26887.52,3,0,1,15.9,6,4,2023-05-11,2024-12-05,,0.3101,0
CUST_000070,27,Lucknow,residential,0,Business,2999,1000,monthly,1,7,2000.0,898.5,50,-10.22,-17.48,-33.82,0,0,40659.32,1,0,0,3.3,5,3,2023-02-09,2024-12-17,,0.2895,0
CUST_000071,39,Delhi,residential,0,Basic,499,50,yearly,0,26,98.97,45.9,49,18.58,22.33,42.68,0,1,11875.21,1,1,0,6.1,8,3,2023-04-20,2024-12-23,,0.1843,0
CUST_000072,53,Ahmedabad,residential,0,Ultra,1999,500,yearly,0,9,1516.92,440.5,52,12.59,35.59,-5.93,0,3,37707.66,1,2,0,0.1,7,1,2023-05-13,2024-12-14,,0.2165,0
CUST_000073,34,Ahmedabad,residential,0,Basic,499,50,yearly,0,32,79.43,40.6,42,20.28,-8.08,4.69,0,1,47416.72,11,0,0,9.1,5,5,2023-06-30,2024-12-19,,0.1869,0
CUST_000074,53,Bangalore,residential,0,Ultra,1999,500,monthly,1,9,1464.43,376.6,50,-11.78,-17.72,13.52,1,1,19585.9,0,1,0,9.5,6,2,2023-10-29,2024-12-31,,0.3398,0
CUST_000075,18,Kolkata,residential,0,Business,2999,1000,monthly,1,25,2000.0,948.7,39,-20.77,-25.22,-2.96,0,0,45882.02,10,0,0,2.8,7,3,2023-11-17,2024-12-11,,0.3452,0
CUST_000076,44,Kolkata,business,1,Standard,799,100,monthly,1,13,311.32,78.5,46,20.21,-28.86,-13.7,0,0,5965.95,9,1,0,4.9,8,3,2023-05-09,2024-12-13,,0.0636,0
CUST_000077,36,Delhi,residential,0,Standard,799,100,yearly,0,49,279.38,80.8,35,9.06,16.96,-7.84,0,0,22505.69,17,1,0,6.8,7,3,2023-05-17,2024-12-25,,0.1217,0
CUST_000078,31,Jaipur,residential,0,Standard,799,100,monthly,1,7,277.83,83.1,54,13.4,-13.25,13.19,1,1,13347.6,33,5,0,18.5,7,5,2023-05-09,2024-12-20,2024-04-17,0.5877,1
CUST_000079,36,Bangalore,residential,0,Standard,799,100,monthly,1,8,248.51,84.1,45,9.28,-30.13,15.9,1,1,13540.35,5,1,0,0.2,3,5,2023-12-26,2024-12-11,2024-10-26,0.446,1
CUST_000080,18,Delhi,residential,0,Basic,499,50,monthly,1,60,261.46,35.3,45,25.84,-26.42,-67.54,0,0,19441.73,6,1,1,10.1,4,2,2023-04-05,2024-12-21,,0.0854,0
CUST_000081,32,Bangalore,residential,0,Premium,1299,200,monthly,1,24,550.86,184.9,41,8.63,-28.16,-2.98,2,1,26929.95,4,0,0,1.5,5,5,2023-08-19,2024-12-12,,0.2737,0
CUST_000082,39,Delhi,residential,0,Standard,799,100,yearly,0,26,350.53,92.0,30,1.14,22.37,6.16,0,2,16474.84,1,0,0,0.3,7,4,2023-04-30,2024-12-11,,0.2168,0
CUST_000083,52,Ahmedabad,residential,0,Standard,799,100,monthly,1,6,189.49,73.1,54,2.87,25.4,24.7,0,0,18711.36,3,2,0,1.8,5,4,2023-07-03,2024-12-13,,0.2252,0
CUST_000084,28,Hyderabad,residential,0,Standard,799,100,monthly,1,13,343.77,91.2,39,1.48,-7.65,19.92,0,1,22983.71,1,0,0,15.9,4,3,2023-08-21,2024-12-20,,0.1489,0
CUST_000085,25,Bangalore,business,1,Premium,1299,200,yearly,0,6,648.86,147.8,60,21.68,-10.23,13.76,1,0,12684.74,7,0,0,8.0,4,5,2023-03-28,2024-12-24,,0.2463,0
CUST_000086,28,Hyderabad,residential,0,Basic,499,50,monthly,1,5,103.39,38.0,44,16.84,-45.31,10.84,0,0,40395.08,17,0,0,7.5,7,5,2023-08-24,2024-12-06,,0.1956,0
CUST_000087,45,Ahmedabad,residential,0,Premium,1299,200,yearly,0,13,569.13,166.0,56,21.83,-31.89,39.15,1,0,39325.55,2,1,0,1.6,5,2,2023-01-17,2024-12-30,,0.2489,0
CUST_000088,38,Kolkata,residential,0,Ultra,1999,500,yearly,0,60,1553.4,472.1,52,-32.03,-21.27,50.0,0,0,18455.2,3,3,1,7.0,5,5,2023-01-03,2024-12-10,,0.3382,0
CUST_000089,28,Pune,business,1,Standard,799,100,monthly,1,4,242.91,82.0,49,-5.46,8.62,-17.62,0,2,29367.51,2,2,0,2.2,7,5,2023-07-31,2024-12-03,,0.2857,0
CUST_000090,41,Mumbai,business,1,Basic,499,50,monthly,1,4,171.84,39.8,59,-15.37,40.0,16.91,3,1,7668.87,1,0,1,5.8,1,5,2023-12-12,2024-12-26,2024-05-29,0.6431,1
CUST_000091,36,Lucknow,residential,0,Ultra,1999,500,monthly,1,5,1466.15,414.8,52,26.19,11.67,-37.57,0,0,41494.44,1,2,0,1.5,0,3,2023-09-24,2024-12-16,,0.1857,0
CUST_000092,46,Mumbai,residential,0,Basic,499,50,monthly,1,28,195.03,37.9,44,-12.83,-6.44,22.75,0,2,38119.95,11,1,0,0.6,5,4,2023-05-07,2024-12-02,2023-08-10,0.3938,1
CUST_000093,26,Mumbai,residential,0,Basic,499,50,monthly,1,12,243.12,46.6,45,7.36,-0.18,-14.79,0,2,46897.11,48,0,0,0.9,10,3,2023-04-19,2024-12-22,,0.365,0
CUST_000094,31,Lucknow,residential,0,Premium,1299,200,monthly,1,8,549.7,186.8,39,28.17,-0.98,33.09,0,2,39489.26,2,1,1,0.4,6,4,2023-07-14,2024-12-17,,0.1491,0
CUST_000095,30,Ahmedabad,residential,0,Standard,799,100,monthly,1,33,329.45,86.9,53,3.34,-9.92,-9.25,0,0,28155.47,2,2,0,7.0,7,5,2023-09-24,2024-12-14,,0.2723,0
CUST_000096,18,Ahmedabad,residential,0,Basic,499,50,monthly,1,6,198.91,36.9,48,-7.11,-6.5,-20.31,0,0,19304.1,10,2,0,6.4,4,4,2023-06-07,2024-12-15,2024-03-16,0.4419,1
CUST_000097,38,Kolkata,residential,0,Business,2999,1000,monthly,1,8,2000.0,821.4,49,1.49,-37.82,-23.0,0,1,17878.88,6,1,0,7.2,10,4,2023-04-17,2024-12-27,,0.2052,0
CUST_000098,38,Pune,residential,0,Standard,799,100,monthly,1,1,350.22,79.6,43,-21.94,-18.08,17.5,1,0,3567.91,15,0,1,1.5,6,5,2023-01-08,2024-12-05,2023-03-09,0.4979,1
CUST_000099,35,Chennai,business,1,Business,2999,1000,monthly,1,2,2000.0,949.0,46,-24.08,-11.46,-2.72,0,0,32723.1,15,1,2,13.6,7,4,2023-05-30,2024-12-14,2024-02-04,0.4422,1
CUST_000100,32,Mumbai,residential,0,Basic,499,50,monthly,1,2,182.06,35.7,39,6.69,-25.55,6.57,0,0,43872.65,7,1,0,6.7,10,2,2023-01-09,2024-12-25,,0.221,0
CUST_000101,18,Jaipur,residential,0,Ultra,1999,500,monthly,1,7,1408.72,382.3,53,-38.24,0.78,-26.5,0,0,33566.23,0,1,1,4.2,5,5,2023-02-22,2024-12-25,2023-10-01,0.4807,1
CUST_000102,29,Mumbai,residential,0,Premium,1299,200,yearly,0,13,637.19,164.6,64,-2.67,7.43,-0.11,0,1,18798.82,3,1,0,3.4,5,5,2023-09-20,2024-12-30,,0.2036,0
CUST_000103,30,Chennai,residential,0,Basic,499,50,monthly,1,1,140.85,45.3,50,-3.72,22.64,10.46,0,0,47871.55,10,0,0,6.5,1,5,2023-03-04,2024-12-19,,0.3597,0
CUST_000104,25,Bangalore,residential,0,Premium,1299,200,yearly,0,3,543.05,176.5,42,27.71,-11.7,50.0,0,0,27630.54,1,2,0,6.0,8,4,2023-12-01,2024-12-02,,0.1598,0
CUST_000105,33,Kolkata,residential,0,Ultra,1999,500,monthly,1,3,1535.06,469.5,50,6.22,-41.19,-39.11,0,0,24753.74,3,3,0,0.7,6,4,2023-09-06,2024-12-02,,0.2614,0
CUST_000106,39,Hyderabad,business,1,Basic,499,50,monthly,1,5,190.56,37.6,55,-5.97,28.69,-0.42,0,0,7817.22,6,2,0,7.0,10,4,2023-01-08,2024-12-06,,0.2177,0
CUST_000107,57,Hyderabad,residential,0,Premium,1299,200,yearly,0,3,596.16,145.1,48,12.42,-22.98,-24.34,0,0,7969.51,1,1,1,8.0,5,5,2023-08-23,2024-12-30,,0.2502,0
CUST_000108,37,Chennai,residential,0,Standard,799,100,monthly,1,3,318.14,84.7,47,1.03,37.75,-3.05,0,0,19570.0,5,0,0,4.2,7,5,2023-11-30,2024-12-20,,0.3018,0
CUST_000109,38,Mumbai,residential,0,Ultra,1999,500,monthly,1,60,1491.91,404.1,63,-18.12,27.39,5.88,0,0,30756.53,0,0,0,5.1,7,2,2023-09-18,2024-12-02,,0.2034,0
CUST_000110,34,Hyderabad,residential,0,Premium,1299,200,monthly,1,16,531.24,156.6,43,2.67,-10.08,26.71,0,1,10126.1,15,2,1,6.7,6,4,2023-08-28,2024-12-18,2023-10-19,0.3977,1
CUST_000111,18,Chennai,business,1,Basic,499,50,monthly,1,25,142.79,44.7,39,0.57,-9.4,-11.05,0,0,46891.64,5,1,0,9.5,7,2,2023-02-02,2024-12-29,,0.1612,0
CUST_000112,34,Lucknow,residential,0,Basic,499,50,monthly,1,30,209.99,41.9,55,-0.47,-27.88,16.49,0,1,12428.78,0,3,0,2.7,7,4,2023-07-30,2024-12-15,,0.2374,0
CUST_000113,35,Ahmedabad,residential,0,Standard,799,100,monthly,1,19,360.7,78.0,38,5.0,-49.38,28.28,0,1,47947.45,9,3,1,1.0,4,4,2023-11-15,2024-12-29,2024-03-18,0.3988,1
CUST_000114,64,Delhi,residential,0,Business,2999,1000,monthly,1,21,2000.0,834.4,53,14.26,7.23,-29.98,0,1,20522.69,6,0,0,1.3,5,4,2023-10-11,2024-12-03,,0.2212,0
CUST_000115,32,Ahmedabad,residential,0,Standard,799,100,yearly,0,18,311.97,93.3,46,3.75,-6.6,-48.11,1,0,12923.83,6,1,0,0.9,6,3,2023-04-28,2024-12-22,,0.331,0
CUST_000116,38,Mumbai,business,1,Premium,1299,200,yearly,0,18,603.84,153.1,41,-20.93,19.24,-38.73,0,0,10333.13,15,4,0,2.6,6,3,2023-11-29,2024-12-11,2024-05-30,0.4718,1
CUST_000117,34,Chennai,residential,0,Basic,499,50,monthly,1,47,174.71,40.6,41,-24.49,22.16,-30.24,0,1,46936.55,5,1,0,6.1,8,5,2023-11-01,2024-12-10,,0.2675,0
CUST_000118,20,Bangalore,residential,0,Premium,1299,200,yearly,0,3,602.6,154.4,40,-7.48,-39.13,-7.22,0,0,28793.52,26,4,1,4.4,7,5,2023-12-17,2024-12-15,2024-08-16,0.5791,1
CUST_000119,48,Hyderabad,residential,0,Premium,1299,200,monthly,1,5,636.11,168.8,40,-8.52,-2.18,6.18,1,0,2380.27,2,1,1,7.0,6,3,2023-11-04,2024-12-19,2024-02-09,0.4045,1
CUST_000120,44,Hyderabad,residential,0,Premium,1299,200,monthly,1,1,579.31,185.1,46,3.57,39.43,-37.14,0,1,28335.93,5,1,1,3.1,3,3,2023-07-10,2024-12-15,,0.3141,0
CUST_000121,44,Hyderabad,residential,0,Business,2999,1000,yearly,0,32,2000.0,863.1,46,18.12,-23.49,30.97,0,1,43969.91,9,1,1,2.4,1,1,2023-02-26,2024-12-06,,0.2912,0
CUST_000122,24,Chennai,residential,0,Basic,499,50,monthly,1,10,123.44,37.4,47,21.68,19.82,38.23,0,0,8057.48,4,0,0,0.5,5,4,2023-02-02,2024-12-12,,0.1962,0
CUST_000123,51,Ahmedabad,residential,0,Standard,799,100,monthly,1,42,309.63,73.2,46,-11.5,3.75,-12.33,1,1,18788.79,19,0,0,6.5,6,5,2023-03-13,2024-12-16,2023-07-16,0.4241,1
CUST_000124,18,Bangalore,residential,0,Business,2999,1000,monthly,1,9,2000.0,708.8,47,-28.38,2.58,-39.14,0,0,36966.22,3,3,0,2.7,3,4,2023-06-22,2024-12-27,2024-02-03,0.4953,1
CUST_000125,42,Chennai,residential,0,Basic,499,50,monthly,1,10,160.87,45.5,49,-0.98,-4.67,17.73,0,0,11652.5,5,1,0,0.5,7,4,2023-02-20,2024-12-19,,0.2976,0
CUST_000126,61,Mumbai,residential,0,Premium,1299,200,monthly,1,10,482.89,163.6,46,14.6,-28.68,-1.74,0,0,47916.98,0,0,1,0.2,5,3,2023-12-30,2024-12-29,,0.1867,0
CUST_000127,23,Kolkata,residential,0,Premium,1299,200,yearly,0,17,614.96,161.1,49,-8.43,-35.66,-26.7,1,0,35809.85,4,1,0,2.4,9,4,2023-05-06,2024-12-11,,0.2724,0
